Wall time,Step,Value
1680750621.3543057,101,0.9810647964477539
1680750686.41504,102,0.9796759486198425
1680750751.832022,103,0.9807870388031006
1680750817.0792568,104,0.9808796048164368
1680750882.3887904,105,0.9820833206176758
1680750947.529975,106,0.9824537038803101
1680751013.2848144,107,0.9826852083206177
1680751078.388154,108,0.9819907546043396
1680751143.8513527,109,0.9827314615249634
1680751209.0848017,110,0.9812963008880615
1680751274.504034,111,0.9842129349708557
1680751339.2513309,112,0.9831481575965881
1680751404.5711992,113,0.9843518733978271
1680751470.292219,114,0.9848611354827881
1680751535.1413693,115,0.9854166507720947
1680751600.7604256,116,0.9837036728858948
1680751666.7167976,117,0.985370397567749
1680751732.4357271,118,0.9859722256660461
1680751798.4840786,119,0.9867129325866699
1680751864.5014033,120,0.9872685074806213
1680751930.1447616,121,0.9856018424034119
1680751995.8663037,122,0.9864351749420166
1680752060.8667114,123,0.9870833158493042
1680752126.963061,124,0.9866203665733337
1680752192.219367,125,0.9871759414672852
1680752257.1491451,126,0.9877314567565918
1680752322.8211358,127,0.9876388907432556
1680752388.1151044,128,0.9885647892951965
1680752453.455385,129,0.9887499809265137
1680752518.7733335,130,0.9881018400192261
1680752584.076007,131,0.9883796572685242
1680752649.1177104,132,0.9890277981758118
1680752714.8426871,133,0.9872685074806213
1680752780.5748966,134,0.9897685050964355
1680752846.4788353,135,0.9892592430114746
1680752912.1485307,136,0.9892592430114746
1680752977.783231,137,0.9892129898071289
1680753043.4168663,138,0.9894907474517822
1680753108.622523,139,0.988611102104187
1680753175.163449,140,0.9912499785423279
1680753240.9271574,141,0.9888888597488403
1680753306.2647345,142,0.9890740513801575
1680753371.7685874,143,0.9901388883590698
1680753437.429592,144,0.9899536967277527
1680753502.8408122,145,0.9899073839187622
1680753568.4375422,146,0.9893518686294556
1680753633.7488685,147,0.9899073839187622
1680753699.0401723,148,0.9886574149131775
1680753764.4320796,149,0.9905555248260498
